time,.accel_opening,.max_velocity,.steer_angle,.vehicle_velocity,.direction_switch,.light_signal,.left_winker,.right_winker,.hone_signal
2019/04/05/16:41:03.546749,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.556732,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.566696,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.576591,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.586645,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.596666,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.606748,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.616686,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.626755,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.636648,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.646842,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.656732,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.666704,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.676739,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.686694,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.696661,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.706585,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.716691,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.726655,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.736644,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.746618,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.756630,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.766742,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.776659,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.786722,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.796705,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.806587,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.816685,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.826649,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.836742,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.846690,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.856770,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.866715,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.876695,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.886630,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.896661,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.906975,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.916651,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.926687,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.936514,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.946910,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.956664,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.966681,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.976696,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:03.986655,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.996676,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.006610,0,2.07999992371,-0.4,0.0,1,0,0,0,0
